Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense
1491776,2,,326366,2009-09-29T10:35:45.780,,0,,"<p>I use it for personal and business use.
In fact, I created 3 applications that were used in real business environmnets and solved a lot of problems with no extra investment.</p>

<p>You can easily create applications that deal with 10s of thousands of records with user-friendly forms, even embedded in other websites.</p>

<p>More BI tasks can be done by connecting Creator to Reports. And this is just one example.</p>

<p>I think you should seriously give it a second thought.</p>
",102845,,,,,2009-09-29T10:35:45.780,,,,0,,,,CC BY-SA 2.5
1745701,2,,1258834,2009-11-17T00:01:28.040,,3,,"<p>I know this is an ancient question, but since there's no answers and this is pretty much all that came up on google when searching for Zoho CRM integration with Google Maps I'll take a stab at this anyway. I recently got a similiar request, but in this case they wanted to display the leads on a page outside of Zoho. </p>

<p>I created a Java servlet and JSP that runs on Google App Engine. The servlet will connect to Zoho CRM to retrieve all leads and geocode the addresses they are registered with. The client-side Javascript is then taking care of creating the markers on the map for all the addresses. </p>

<p>It's a bit too much code to paste here (although not that much), but you can check it out at <a href=""http://code.google.com/p/zohomap/"" rel=""nofollow noreferrer"">http://code.google.com/p/zohomap/</a>. </p>

<p>I put the demo up at <a href=""http://zohomap.appspot.com/"" rel=""nofollow noreferrer"">http://zohomap.appspot.com/</a>. </p>
",17542,,,,,2009-11-17T00:01:28.040,,,,1,,,,CC BY-SA 2.5
2022584,2,,2022549,2010-01-07T18:19:48.687,,0,,"<p>You could always do a document.getElementsByTagName('input'), then browse the results and match it with it's attributes (like it's type and name, class...). Not very efficient but the only way I know that will work with any order (since the id is invalid)...</p>

<pre><code>var inputs = document.getElementsByTagName('input');
if (inputs)
    for (var i = 0; i &lt; inputs.length; i++)
        if (inputs[i].type == 'text' &amp;&amp; inputs[i].name == 'SearchValue')
            return inputs[i];
</code></pre>

<p>I'm pretty sure JQuery (or any other good framework) have an equivalent to this snippet...</p>
",239801,,239801,,2010-01-07T18:25:51.437,2010-01-07T18:25:51.437,,,,0,,,,CC BY-SA 2.5
2022595,2,,2022549,2010-01-07T18:21:40.010,,0,,"<p>JQuery probably can't find it using #id syntax, but could probably find it using tagName[id=value] syntax...   try it, and good luck.  See the <a href=""http://docs.jquery.com/Selectors/attributeEquals#attributevalue"" rel=""nofollow noreferrer"">jQuery doc</a>.</p>
",50356,,,,,2010-01-07T18:21:40.010,,,,0,,,,CC BY-SA 2.5
2022605,2,,2022549,2010-01-07T18:23:20.750,,1,,"<p>What browser is this for? Firefox, I assume, since you mention GreaseMonkey. But <code>document.getElementById(""property(Phone)"")</code> seems to work just fine in Firefox 3.5.</p>
",135188,,,,,2010-01-07T18:23:20.750,,,,0,,,,CC BY-SA 2.5
2022608,2,,2022549,2010-01-07T18:24:25.853,,1,,"<p>You can escape the brackets like this:</p>

<pre><code>$(""#property\\(Phone\\)"")
</code></pre>
",31284,,31284,,2010-01-07T18:30:44.297,2010-01-07T18:30:44.297,,,,1,,,,CC BY-SA 2.5
2022612,2,,2022549,2010-01-07T18:24:57.617,,1,,"<p>You can escape the spaces and parentheses using backslashes:</p>

<pre><code>$('#property\\(Phone\\)').val('jQuery selected property(Phone)!');
$('#ab\\ cd\\ ef').val('jQuery selected ab cd ef!');
</code></pre>
",148745,,,,,2010-01-07T18:24:57.617,,,,0,,,,CC BY-SA 2.5
2609070,2,,2566385,2010-04-09T16:19:55.557,,0,,"<p>Normal needs to be the second value in the struct (not the 3rd) - but other than that I cant it to work either in my current project (a port from TAO openGL where lighting worked fine).</p>
",312978,,,,,2010-04-09T16:19:55.557,,,,0,,,,CC BY-SA 2.5
2615802,2,,2615337,2010-04-11T02:06:54.927,,1,,"<p>you'll probably just want to make a triangle strip from the center of the device to the point that is being touched, then apply a drawn lightning texture to that resultant polygon.</p>

<p>You can animate the texture in order to get the jumping lightning effect.</p>
",151792,,,,,2010-04-11T02:06:54.927,,,,0,,,,CC BY-SA 2.5
3017638,2,,3016015,2010-06-10T19:12:10.120,,5,,"<p>I've been using the platform for > 2.5 years now and haven't found any serious shortcomings.</p>

<p>I've been implementing several projects (mostly data management and/or integration type applications) and have been very successful with the platform ...</p>

<p>Feel free to contact me if you have specific questions: <a href=""http://www.linkedin.com/in/stefanmeier"" rel=""noreferrer"">http://www.linkedin.com/in/stefanmeier</a></p>

<p>Cheers,
Stefan</p>
",363853,,,,,2010-06-10T19:12:10.120,,,,4,,,,CC BY-SA 2.5
3024555,2,,3016015,2010-06-11T16:40:58.477,,8,,"<p>I've been using it to put together a project, and I am extremely happy with it. It makes 90% of a project extremely easy; it takes the advantages of an ORM but integrates it beautifully into the development system, the lifecycle is great on a project. I like the deployment/versioning/rollback story. Anything that falls outside of its realm is very easy to handle in Visual Studio using the Integration Studio.</p>

<p>I've found a couple of minor bugs along the way, but I have to say that the support team has been EXTREMELY responsive to them, even though I am an unpaying, ""Community Edition"" member. The support in the forums, both from OutSystems and from the other users has been outstanding.</p>

<p>The ONLY hitch that I've found, is that it currently is no compatible with .NET 4 and Visual Studip 2008. I've been told that it is on the roadmap. If you have code that <em>must</em> use .NET 4 before they get that support in, you can easily wrap it in a WCF service and import that service directly in Service Studio. This is what I did, and it turned out to be a big benefit since the .NET 4 code was very resource intensive so I now have some scalability options.</p>

<p>Hope this helps!</p>

<p>J.Ja</p>
",364736,,,,,2010-06-11T16:40:58.477,,,,0,,,,CC BY-SA 2.5
3027087,2,,3016015,2010-06-12T01:04:39.473,,5,,"<p><em>DISCLAIMER: I work for OutSystems</em></p>

<p>Every development tool/language/stack/... involves some tradeoffs at some point. Therefore, depending on what you're looking for, or particularly interested in, you may consider some aspect of a platform as an unforgivable pitfall where others might see it as a godsend blessing, or vice-versa. Thus, only by knowing what you really like and what you consider essential, may I try to guess what you'll miss and what you'll consider a pitfall.</p>

<p>Since we usually only notice the lack of something the first time we try to use it, I'd recommend trying to use the platform to hack something at your will without following the tutorials and the courses to the letter. If while creating something different you find anything you dislike, we'll be happy to hear it from you!</p>

<p>TL;DR: If you think the tutorials for a tool aren't showing you something, play with it a bit without following them.</p>
",19401,,,,,2010-06-12T01:04:39.473,,,,1,,,,CC BY-SA 2.5
3072590,2,,2377082,2010-06-18T19:37:48.937,,0,,"<p>This shouldn't be a problem as long as the results returned via XML aren't too complex. Unfortunately Xcelsius has a hard time dealing with nested XML tags of more than a few levels so it is best to ensure that you try to conform data to a  table structure. Taking this into consideration depending on complexity you may or may not have to massage data received from ZOHO prior to loading it into Xcelsius.</p>

<p>You also need to be mindful of <a href=""http://myxcelsius.com/2008/11/18/straight-from-xcelsius-best-practices-flash-security/"" rel=""nofollow noreferrer"">flash domain security practices</a> if you are not already aware of them.</p>
",32968,,,,,2010-06-18T19:37:48.937,,,,0,,,,CC BY-SA 2.5
3325135,2,,544097,2010-07-24T12:49:15.587,,2,,"<p>The usual approach is to compute the path of the lightning bolt using a Perlin function, rendering it to a glow buffer, creating a nice looking blur using a Gaussian blur shader and then merge it with your scene.</p>
",43614,,,,,2010-07-24T12:49:15.587,,,,0,,,,CC BY-SA 2.5
3325146,2,,2615337,2010-07-24T12:52:45.883,,0,,"<p>A simple way to create a lightning effect is to compute the lightning path using a 2D Perlin function, rendering it to a glow buffer, blurring it with a Gaussian blur shader, and merging it with the scene. You can make the lightning move by computing two paths (start and end) with an identical number of path nodes and moving each node of the start path successively towards the corresponding node of the end path. Once the end path has been reached, it becomes the start path and a new end path is computed.</p>
",43614,,43614,,2010-07-25T09:02:15.153,2010-07-25T09:02:15.153,,,,0,,,,CC BY-SA 2.5
3533825,2,,326366,2010-08-20T18:36:21.713,,0,,"<p>Have you ever look at <a href=""http://www.viravis.com"" rel=""nofollow noreferrer"" title=""Online Database Application Platform"">Viravis</a>. It may be the solution you were looking for.</p>
",426583,,,,,2010-08-20T18:36:21.713,,,,0,,,,CC BY-SA 2.5
3664842,2,,3578981,2010-09-08T05:24:37.073,,9,,"<p>My understanding is that Perlin noise is designed so all of its patterns are close to one single ""size"", but lightning is a fractal with patterns at every ""size"".
There may be a way to use several Perlin noise systems at different scales to make lightning, but perhaps one of these other methods would work better:</p>

<p>The midpoint displacement method is a very fast algorithm
for generating shapes that look a lot like lightning.
Alas, it only generates a (very jagged) lines between two points, never forks.
There's some source code and pictures at
<a href=""http://www.krazydad.com/bestiary/bestiary_lightning.html"" rel=""nofollow noreferrer"">http://www.krazydad.com/bestiary/bestiary_lightning.html</a></p>

<p>Probabilistic L-systems can be used to generate shapes that look like lightning.
I see that at least one person abandoned Perlin noise and switched to L-systems in order to simulate lightning.
<a href=""http://www.grepart.com/showcase/content/lightning_paper.pdf"" rel=""nofollow noreferrer"">http://www.grepart.com/showcase/content/lightning_paper.pdf</a></p>

<p>The stochastic Lichtenberg algorithm runs somewhat slower,
but it is more physically realistic model of lightning and generates lots of forks.
<a href=""http://fisica.ciencias.uchile.cl/alejo/fractal_antenna/node7.html"" rel=""nofollow noreferrer"">http://fisica.ciencias.uchile.cl/alejo/fractal_antenna/node7.html</a></p>

<p>Is this a dup of the <a href=""https://stackoverflow.com/questions/1995814/best-lightning-generation-simulation-algorithm"">""Best lightning generation\simulation algorithm?""</a> question?</p>
",238320,,-1,,2017-05-23T11:53:22.447,2010-09-12T23:29:54.090,,,,2,,,,CC BY-SA 3.0
3704100,2,,3700594,2010-09-13T20:22:50.080,,0,,"<p>Thanks for the email mattcodes, thought I'd jump onto SO to reply to you.</p>

<p>Unfortunately, I don't think the Simple Sales Tracking API will enable the .js file either.</p>

<p>The API itself has good coverage and access to data.  Often what's available through an API can be quite limited.</p>

<p>Anyways, have a look at the API details page. Any questions or feedback, just drop us another note.  <a href=""http://www.simplesalestracking.com/api.aspx"" rel=""nofollow noreferrer"">http://www.simplesalestracking.com/api.aspx</a></p>

<p>If you're using .net, there's a dll api wrapper library ready to go. Also a c# sample application.</p>
",446748,,,,,2010-09-13T20:22:50.080,,,,1,,,,CC BY-SA 2.5
3907254,2,,3906522,2010-10-11T14:44:23.917,,0,,"<p>Have you considered <a href=""http://www.google.com/google-d-s/documents/"" rel=""nofollow"">Google Docs</a>?</p>
",114547,,,,,2010-10-11T14:44:23.917,,,,2,,,,CC BY-SA 2.5
4439199,2,,4432075,2010-12-14T12:35:12.507,,1,,"<p>Well, more than 17 hours without a reply, finally I've found an answer to my own question:</p>

<p>In the simplest way, we can solve the problem using the value of ""e"" exponentiating to the logarithm of the number divided by the index:</p>

<p>e^(Log(number)/index)</p>

<p>where number is the radicand and index is the desired root.</p>

<p>Eg: The 10th root of the number 1024:
e^(Log(1024)/10) = 2.</p>

<p>PS: the base of the Log function is also ""e"".
the rounded value for ""e"" is: 2.718281828459045</p>

<p>I hope this technique may be usefull for you.</p>
",312808,,,,,2010-12-14T12:35:12.507,,,,2,,,,CC BY-SA 2.5
4439992,2,,4439797,2010-12-14T14:07:16.327,,1,,"<p>If you have a function F() that does e^x, where e is the constant, and x is any number, then you can do this: (a is base, b is exponent, ln is log-e)</p>

<p>a^b = F(b * ln(a))</p>

<p>If you don't have F() that does e^x, then it gets trickier. If your exponent (b) is rational, then you should be able to find integers m and n so that b = m/n, using a loop of some sort. Once you have m and n, you make another loop which multiples a by itself m times to get a^m, then multiples a by itself n times to get a^n, then divide a^m/a^n to get a^(m/n), which is a^b.</p>
",428811,,,,,2010-12-14T14:07:16.327,,,,2,,,,CC BY-SA 2.5
4440086,2,,4439797,2010-12-14T14:17:41.833,,3,,"<p>Say you want to calculate <code>pow(A, B)</code></p>

<p>Consider the representation of <code>B</code> in base 2:</p>

<pre><code>B = b[n]   * pow(2, n    ) +
    b[n-1] * pow(2, n - 1) +
    ...
    b[2]   * pow(2, 2    ) +
    b[1]   * pow(2, 1    ) +
    b[0]   * pow(2, 0    ) +
    b[-1]  * pow(2, -1   ) +
    b[-2]  * pow(2, -2   ) +
    ...

 = sum(b[i] * pow(2, i))
</code></pre>

<p>where <code>b[x]</code> can be <code>0</code> or <code>1</code> and <code>pow(2, y)</code> is an integer power of two (i.e., <code>1</code>, <code>2</code>, <code>4</code>, <code>1/2</code>, <code>1/4</code>, <code>1/8</code>).</p>

<p>Then,</p>

<pre><code>pow(A, B) = pow(A, sum(b[i] * pow(2, i)) = mul(pow(A, b[i] * pow(2, i)))
</code></pre>

<p>And so <code>pow(A, B)</code> can be calculated using only multiplications and square root operations</p>
",124951,,,,,2010-12-14T14:17:41.833,,,,2,,,,CC BY-SA 2.5
4556306,2,,4556252,2010-12-29T17:33:53.903,,1,,"<p>You have taken the (s) out of the url right? I know it might seem like a silly question but I thought I should check in case you had overlooked it.  The url resolves for me and gives an 'api key is invalid' warning.</p>

<p>The error given would seem to indicate the browser thinks its a relative instead of absolute url.</p>
",62206,,,,,2010-12-29T17:33:53.903,,,,1,,,,CC BY-SA 2.5
4598988,2,,4598926,2011-01-04T22:10:06.910,,2,,"<p>sending XHR or Ajax requests is not permitted cross domain.  You can achieve this using cURL.  i would imagine there are quite a few tutorials about submitting forms using PHP and cURL floating around here.</p>

<p>sample google search to get you in the right direction: <a href=""http://www.google.com/search?q=using+curl+to+submit+form+data+php"" rel=""nofollow"">http://www.google.com/search?q=using+curl+to+submit+form+data+php</a></p>
",556603,,,,,2011-01-04T22:10:06.910,,,,0,,,,CC BY-SA 2.5
4598995,2,,4598926,2011-01-04T22:11:03.290,,0,,"<p>Your main problem is that javascript can't be used to access files on other servers like you're trying to do.  An approach that would work would be to have PHP files on your server that just set up forms and post them (via forms <code>submit()</code>ted with javascript) to the remote servers.</p>
",539680,,,,,2011-01-04T22:11:03.290,,,,0,,,,CC BY-SA 2.5
4599012,2,,4598926,2011-01-04T22:13:01.987,,4,,"<p>You could do it server side with cURL in post.php.</p>

<p>So, you have your variables set and they've been validated and cleaned, then:</p>

<pre><code>$zoho = curl_init(""https://crm.zoho.com/crm/WebToLeadForm"");
curl_setopt($zoho, CURLOPT_SSL_VERIFYPEER, false); //Note, not very secure.  Would have to get certificate otherwise.  Look up how to.
curl_setopt($zoho, CURLOPT_FOLLOWLOCATION, 1); //Makes sure that it follows any redirects
curl_setopt($zoho, CURLOPT_RETURNTRANSFER, 1); //Returns the result instead of outputting it to the browser
curl_setopt($zoho, CURLOPT_USERAGENT, ""Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)""); //Will make the end server think it was submitted with Firefox, and not by a server using cURL.
curl_setopt($zoho, CURLOPT_POST, 1);
curl_setopt($zoho, CURLOPT_POSTFIELDS, $zohoprams);  
//If you want the rest of the $_POST data and not just what you set above in $zohoprams, 
//CURLOPT_POSTFIELDS takes either an array, which will automatically do the appropriate thing with it as a $key=$value, or a string like you have formatted for $zohoprams
curl_exec($zoho);
curl_close($zoho);

$max = curl_init('http://www.max360group.com/');
curl_setopt($max, CURLOPT_POST, 1);
curl_setopt($max, CURLOPT_POSTFIELDS, $maxprams);
curl_setopt($max, CURLOPT_FOLLOWLOCATION, 1);
curl_setopt($max, CURLOPT_RETURNTRANSFER, 1);
curl_setopt($max, CURLOPT_USERAGENT, ""Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)""); 
curl_exec($max);
curl_close($max);
</code></pre>

<p>Might need to be changed a bit to do exactly what you want, and probably would need to forge the headers like it's a browser doing it, but that is the basic functionality of it.  Might also need to set CURLOPT_RETURNTRANSFER to true.</p>
",546990,,546990,,2011-01-04T22:55:20.220,2011-01-04T22:55:20.220,,,,3,,,,CC BY-SA 2.5
4651814,2,,2566385,2011-01-10T21:41:32.630,,1,,"<p>Why are you calling <code>device.SetRenderState(RenderState.Lighting, false)</code>? I don't see where you turn lighting back on.</p>
",,user197015,,,,2011-01-10T21:41:32.630,,,,0,,,,CC BY-SA 2.5
5083831,2,,3990732,2011-02-22T20:52:10.473,,1,,"<p>Here is an example of Web app built in Alpha Five</p>

<p>Web based AJAX project management app | video 1 | video 2 | video 3 | video 4 </p>

<p>The page containing this and other examples of apps built by customers is at <a href=""http://alphasoftware.com/products/v10/"" rel=""nofollow"">http://alphasoftware.com/products/v10/</a></p>
",629082,,,,,2011-02-22T20:52:10.473,,,,0,,,,CC BY-SA 2.5
5293443,2,,4804623,2011-03-14T00:10:37.070,,0,,"<p>As far as I know, there is no such a plugin. I've only found <a href=""http://scottweidig.com/2008/04/05/down-the-rabbit-hole-and-into-the-wonders-of-zoho/"" rel=""nofollow"">this article</a> where the author explains how he uses Moodle and Zoho together.</p>
",169754,,,,,2011-03-14T00:10:37.070,,,,0,,,,CC BY-SA 2.5
5459001,2,,5454541,2011-03-28T12:30:57.277,,0,,"<p>For ""Giant companies"" your question is formed badly and has no information to actually answer it. </p>

<p>For micro and middle sized companies (10 -500 persons in company) go for Magento EE or Magneto CE version and Magento optimized hosting solution</p>
",519808,,,,,2011-03-28T12:30:57.277,,,,2,,,,CC BY-SA 2.5
5547713,2,,326366,2011-04-05T05:44:05.787,,0,,"<p>Have you tried using LongJump, The solution allows you to build apps easily using one of the several available templates. I am very satisfied with it.</p>
",692278,,,,,2011-04-05T05:44:05.787,,,,1,,,,CC BY-SA 2.5
6044820,2,,5552901,2011-05-18T12:42:55.100,,0,,"<p>This can definitely be done.  The Zoho API for these things is fairly robust.  Try oDesk or Guru.com and search for zoho developers.  Just clearly define what you are looking for and then throw it out there for some bids.  It should not be expensive.  This is an example query:
<a href=""http://www.guru.com/find-freelancers/Zoho-Experts-Developers/0ZJ-FG4CC9?gclid=CK-ZhYXD8agCFcTt7QodxwKq_w"" rel=""nofollow"">Zoho talent at Guru</a></p>
",759170,,,,,2011-05-18T12:42:55.100,,,,0,,,,CC BY-SA 3.0
6593964,2,,6580311,2011-07-06T09:07:42.663,,0,,"<p>I'm going to answer this question a bit wider to show you the alternatives, you may already be doing this.</p>

<p>If you would like to use the CRM as a backend for a calendar, you may want to write a ""Provider"" type extension, similar to the Provider for Google Calendar. You just need to implement a few methods for the usual operations (get/add/modify/delete) to get started. See the <a href=""http://mxr.mozilla.org/comm-central/source/calendar/providers/gdata/"" rel=""nofollow"">source code for the Provider for Google Calendar</a> as a starting point.</p>

<p>If you would just like to do a one time import, then you are probably going in the right direction. Just use the addItem/adoptIte method on the calendar in question. If you need a dialog to select calendars, you can <a href=""http://mxr.mozilla.org/comm-central/source/calendar/base/content/dialogs/chooseCalendarDialog.xul"" rel=""nofollow"">reuse this one</a>, it is available via the uri chrome://calendar/content/chooseCalendarDialog.xul.</p>

<p>Now to get to your real question. To add a reminder to an event or todo the following code helps. Of course you can choose a different alarm relation.</p>

<pre><code>Components.utils.import(""resource://calendar/modules/calUtils.jsm"");

let todo = cal.createToDo();
let alarm = cal.createAlarm();
let alarmDate = cal.createDateTime();

alarm.related = Components.interfaces.calIAlarm.ALARM_RELATED_ABSOLUTE;
alarm.alarmDate = alarmDate;

todo.addAlarm(alarm);
// ...
</code></pre>

<p>The alarm implements calIAlarm, you can find the <a href=""http://mxr.mozilla.org/comm-central/source/calendar/base/public/calIAlarm.idl"" rel=""nofollow"">interface description here</a>. It is then added to the todo, which implements calITodo and also calIItemBase. For an overview of the alarm methods on an item, <a href=""http://mxr.mozilla.org/comm-central/source/calendar/base/public/calIItemBase.idl#154"" rel=""nofollow"">see here</a>.</p>

<p>If you are interested what other utility functions are available, <a href=""http://mxr.mozilla.org/comm-central/find?string=calUtils.js&amp;tree=comm-central"" rel=""nofollow"">see here</a>. You can use functions from both files by merely importing calUtils.<strong>jsm</strong>. Just prefix each function with ""cal."".</p>
",678065,,678065,,2011-07-06T10:05:36.463,2011-07-06T10:05:36.463,,,,2,,,,CC BY-SA 3.0
6655416,2,,6645196,2011-07-11T19:32:16.727,,2,,"<p>You are going in the right direction. You just need to pass the flag that you want todos only. An example can be found <a href=""http://mxr.mozilla.org/comm-central/source/calendar/base/content/calendar-task-tree.xml?mark=992-1005#998"" rel=""nofollow"">here</a>.</p>

<p>To elaborate more on your example below, there are a few syntax errors and you might need different flags. I'm not sure why the alert is needed, that sounds to me like the event loop is not being spun. In what context are you calling these bits?</p>

<p>Try this:</p>

<pre><code>var arrayItems = new Array();

var todoListener = {
    onOperationComplete: function(aCalendar, aStatus, aOperationType, aId, aDetail) {},
    onGetResult: function(aCalendar, aStatus, aItemType, aDetail, aCount, aItems) {  
        arrayItems = arrayItems.concat(aItems);
    }
};

var filter = aCalendar.ITEM_FILTER_TYPE_TODO | aCalendar.ITEM_FILTER_COMPLETED_ALL;
aCalendar.getItems(filter, 0, null, null, todoListener);
</code></pre>
",678065,,678065,,2011-07-13T09:31:30.693,2011-07-13T09:31:30.693,,,,0,,,,CC BY-SA 3.0
6673511,2,,6645196,2011-07-13T02:42:27.653,,1,,"<p>Thanks to your example, I understood how to implement the listener which was my main problem.</p>

<p>So here what I code :</p>

<pre><code>var arrayItem = new Array; ;

    var todoListener = 
    {
        onOperationComplete: function(aCalendar, aStatus, aOperationType, aId, aDetail) {},
        onGetResult: function(aCalendar, aStatus, aItemType, aDetail, aCount, aItems) 
        {    
            for (let i=0; i &lt; aCount; i++) 
            {
                arrayItem.push(aItems[i]);
            }           
        }
    };

    var filter = aCalendar.ITEM_FILTER_ALL_ITEMS;
    filter |= aCalendar.ITEM_FILTER_TYPE_TODO;
    aCalendar.getItems(filter, 0, null, null, todoListener);
</code></pre>

<p>However, I have a really weird issue here. Actually, I do not get the todos with this code. I have to add an <code>alert(""something"");</code> after the getItems() method to get my arrayItem filled up. Else, it is empty.</p>
",822248,,,,,2011-07-13T02:42:27.653,,,,1,,,,CC BY-SA 3.0
7054864,2,,7048854,2011-08-14T03:44:43.607,,3,,"<p>You can use child relationship queries to traverse from the NewsFeed to the child FeedComments. Here's an example of a SOQL query that returns both the main status and comments for a given user:</p>

<pre><code>SELECT Id, Body, (Select Id, CommentBody FROM FeedComments) FROM NewsFeed WHERE ParentId = '00560000000wX0aAAE'
</code></pre>

<p>Not sure about C# specifically, but it will likely return the FeedComments as a nested array. Here's an example of iterating over the results in Apex:</p>

<pre><code>NewsFeed nf = [SELECT Id, Body, (Select Id, CommentBody FROM FeedComments) FROM NewsFeed WHERE ParentId = '00560000000wX0aAAE'];

System.debug(nf.Id);
System.debug(nf.Body);
for (FeedComment fc : nf.FeedComments) {
   System.debug(fc.Id);
   System.debug(fc.CommentBody);
}
</code></pre>
",129492,,,,,2011-08-14T03:44:43.607,,,,4,,,,CC BY-SA 3.0
7304926,2,,7304006,2011-09-05T07:20:23.260,,2,,"<p>You can easily use Fiddler to see what's going on.</p>

<p>You are posting a simple form where <code>fileName</code> and <code>feedItemFileUpload</code> are just like <code>desc</code> and <code>text</code>, in other words, <strong>plain simple text</strong>!</p>

<p>What you need to do is send the file as a stream.</p>

<p>I can see that you're using <a href=""http://www.hanselman.com/blog/HTTPPOSTsAndHTTPGETsWithWebClientAndCAndFakingAPostBack.aspx"" rel=""nofollow noreferrer"">Hanselman's</a> code, but that's only for text parameters</p>

<p>for more information on using it for files, see this answer </p>

<blockquote>
  <p><a href=""https://stackoverflow.com/questions/566462/upload-files-with-httpwebrequest-multipart-form-data/567460#567460"">Upload files with HTTPWebrequest (multipart/form-data)</a></p>
</blockquote>
",28004,,-1,,2017-05-23T12:04:27.903,2011-09-05T07:20:23.260,,,,4,,,,CC BY-SA 3.0
7679766,2,,7679733,2011-10-06T19:57:26.953,,3,,"<p>You actually can't do what you're suggesting.  When using an <code>&lt;input type=""file"" .../&gt;</code> the uploaded file is never loaded into the HTML.  Instead it's included as part of the POST request.  So what you want to actually do is craft a complete POST request, and submit that post to your action (http://zohoservice).</p>

<p>This is doable, but it's going to be a bit of work on your end, and you'll need to understand how to create a MIME multipart POST request.  And if there are any anti-botting technologies or view state tracking (kinds of things) then you'll run into some trouble there.</p>
",2045162,,,,,2011-10-06T19:57:26.953,,,,1,,,,CC BY-SA 3.0
7699893,2,,7699717,2011-10-08T21:31:10.420,,4,,"<p>The approval screen should appear once the user has logged in, is that not what you see ?</p>
",41455,,,,,2011-10-08T21:31:10.420,,,,4,,,,CC BY-SA 3.0
